sample,dataset,sample_n,Site,Date,Watershed,site_description,season_tb,wrol_mo_end_member,Month,season,season_n,streamorde,ElevWs,TmeanSite,PrecipSite,RunoffWs,areasqkm,CatAreaSqKm,WsAreaSqKm,slope,PctOw2019Ws,PctMxFst2019Ws,PctDecid2019Ws,PctConif2019Ws,PctCrop2019Ws,PctWdWet2019Ws,PctHbWet2019Ws,PctUrbHi2019Ws,PctImp2019Ws,PopDen2010Ws,RdDensWs,KffactWs,WWTPAllDensWs,OmWs,DamDensWs,HydrlCondWs,ClayWs,SandWs,PermWs,lulc_H,lulc_evenness,latitude_dec_deg,longitude_dec_deg,COMID,total.transformations,number.of.peaks,normalized.transformations,AI.mean,AI.Mod.mean,DBE.mean,DBE.O.mean,KenMass.mean,KenDef.mean,NOSC.mean,HtoC.mean,OtoC.mean,NtoC.mean,PtoC.mean,NtoP.mean,mass.mean,peaks.with.formula,Lignin,Other,Tannin,Protein,Lignin_Amino_Sugar,Lipid_Protein,Lipid,Cond_Hydrocarbon,Unsat_Hydrocarbon,Amino_Sugar,Carbohydrate,Tannin_Cond_Hydrocarbon,Unsat_Hydrocarbon_Cond_Hydrocarbon,Protein_Amino_Sugar,Carbohydrate_Amino_Sugar,Protein_Lignin,Protein_Lignin_Amino_Sugar,Lignin_Tannin,CHONS,CHONP,CHON,CHO,CHOS,CHOP,CHONSP,CHOSP,Lignin_norm,Other_norm,Tannin_norm,Protein_norm,Lignin_Amino_Sugar_norm,Lipid_Protein_norm,Lipid_norm,Cond_Hydrocarbon_norm,Unsat_Hydrocarbon_norm,Amino_Sugar_norm,Carbohydrate_norm,Tannin_Cond_Hydrocarbon_norm,Unsat_Hydrocarbon_Cond_Hydrocarbon_norm,Protein_Amino_Sugar_norm,Carbohydrate_Amino_Sugar_norm,Protein_Lignin_norm,Protein_Lignin_Amino_Sugar_norm,Lignin_Tannin_norm,CHONS_norm,CHONP_norm,CHON_norm,CHO_norm,CHOS_norm,CHOP_norm,CHONSP_norm,CHOSP_norm,tt_hr,q_daily_cms,q_daily_mm,Twat_degC,depth_m,vf_m_day,Da,DOC_mgL,TN_mgL
WROL2019_055,WROL,55,BLU-BLU,2019-12-10,Willamette,Willamette,Fall,seasonal,12,Winter,1,4,929.3189,1.844900012,1080.233032,1287.3074,1.3392,1.3392,227.9673,0.04118119,1.16,0.22,0.02,94.96,0,0.02,0,0,0.17,0.8504,1.1323,0.245,0,2.9879,0.0044,0.2521,21.6453,29.4914,5.9588,0.1285167788711499,0.058490506704123875,44.1623,-122.332,78023549,51812,4716,10.98642918,0.073351026,0.206776344,8.291454273,-1.233883058,437.3811637,0.372441023,-0.406670498,1.351900966,0.479429674,0.016924876,0.016338839,0.264097744,447.8811343,3335,1224,435,272,703,51,7,166,177,49,117,80,12,2,17,11,2,1,9,97,134,374,1634,166,795,37,98,36.70164917541229,13.043478260869565,8.15592203898051,21.079460269865066,1.5292353823088456,0.2098950524737631,4.977511244377811,5.307346326836582,1.4692653673163418,3.5082458770614693,2.39880059970015,0.35982008995502246,0.05997001499250374,0.5097451274362819,0.32983508245877063,0.05997001499250374,0.02998500749625187,0.2698650674662669,2.9085457271364317,4.017991004497752,11.214392803598201,48.99550224887556,4.977511244377811,23.838080959520237,1.1094452773613195,2.9385307346326837,2970.162157,1.665216,7.304626584602266e-6,4.8,0.7692876863429662,0.01873842138537382,3.0144850808530976,0.939,NA
WROL2019_056,WROL,56,MCK-WAL,2019-12-05,Willamette,Willamette,Fall,seasonal,12,Winter,1,5,1078.0539,11.89489937,318.428894,1284.2403,2.8998,2.8998,2730.9312,0.00111062,0.59,1.09,0.08,82.58,0,0.2,0.08,0,0.16,1.583,0.8288,0.2249,0,2.9424,0.0029,11.6301,20.5575,34.1536,7.0102,0.2717399335735508,0.12367417348980851,44.06957,-122.772306,78023324,33199,3546,9.362380147,0.058555535,0.160339907,6.896804836,-1.682642487,417.6113299,0.34608686,-0.648243644,1.482783869,0.438810101,0.014152245,0.020109094,0.253880266,434.6148816,2316,693,351,92,653,37,10,205,69,46,87,39,5,2,13,5,1,1,7,60,127,142,1101,111,701,30,44,29.922279792746114,15.155440414507773,3.9723661485319512,28.19516407599309,1.5975820379965457,0.4317789291882556,8.85146804835924,2.9792746113989637,1.9861830742659756,3.756476683937824,1.6839378238341969,0.2158894645941278,0.08635578583765112,0.5613126079447324,0.2158894645941278,0.04317789291882556,0.04317789291882556,0.30224525043177897,2.5906735751295336,5.4835924006908465,6.13126079447323,47.538860103626945,4.792746113989637,30.26770293609672,1.2953367875647668,1.8998272884283247,1299.005491,30.0192,1.0992294496470654e-5,5.9,1.2927097171492623,0.02022303346661384,0.8467301658842725,0.529,NA
WROL2019_057,WROL,57,WIL-GOS,2019-12-05,Willamette,Willamette,Fall,seasonal,12,Winter,1,5,598.4529,5.774999619,1376.200928,833.4482,3.7035,3.7035,1664.3106,0.00134279,0.64,3.33,0.16,72.26,0.09,0.61,0.46,0.13,0.83,16.8743,1.763,0.2567,6e-4,2.5073,0.0024,16.9575,36.0269,19.6093,3.0321,0.5012780903088441,0.22814149062385006,43.9806,-122.9653,78023308,60113,4788,12.55492899,0.074340258,0.217398443,8.585276763,-1.070244451,435.728276,0.362158468,-0.416526049,1.335028266,0.47067773,0.014196287,0.015501298,0.21402214,454.3378097,3559,1366,396,293,758,58,10,163,210,55,125,63,17,7,18,8,2,1,9,62,123,350,1918,145,841,34,86,38.38156785613936,11.126720989041866,8.232649620679966,21.298117448721552,1.6296712559707782,0.2809778027535825,4.579938184883394,5.9005338578252315,1.5453779151447036,3.512222534419781,1.7701601573475694,0.4776622646810902,0.19668446192750771,0.5057600449564484,0.224782242202866,0.0561955605507165,0.02809778027535825,0.2528800224782242,1.7420623770722115,3.456026973869064,9.834223096375386,53.89154256813712,4.074178139926945,23.630233211576286,0.9553245293621804,2.4164091036808095,1448.112645,5.664,3.4032109150779907e-6,6.7,1.066063778597189,0.02137611120908738,1.2098641737121147,1.724,NA
WROL2019_058,WROL,58,WIL-JAS,2019-12-05,Willamette,Willamette,Fall,seasonal,12,Winter,1,5,1006.0473,11.97489929,203.8710022,1083.76,5.5674,5.5674,3494.8566,0.0089855,1.87,0.68,0.06,86.97,0,0.2,0.08,0.02,0.3,3.1871,1.2058,0.2329,9e-4,2.7707,0.0014,5.4686,25.7883,28.3289,5.2705,0.27148141559683736,0.12355651688821212,43.9983,-122.905,78023216,53248,4359,12.21564579,0.070489264,0.208723711,8.209324155,-1.239048811,426.5912801,0.356414279,-0.444774137,1.354087181,0.47065151,0.013179192,0.016457886,0.178957719,445.1414575,3196,1193,356,261,701,50,8,174,181,51,107,61,15,4,15,8,2,1,8,44,98,285,1740,110,816,29,74,37.3279098873592,11.13892365456821,8.16645807259074,21.933667083854818,1.5644555694618274,0.2503128911138924,5.444305381727159,5.663329161451815,1.5957446808510638,3.3479349186483107,1.9086357947434291,0.46933667083854824,0.1251564455569462,0.46933667083854824,0.2503128911138924,0.0625782227784731,0.03128911138923655,0.2503128911138924,1.376720901126408,3.066332916145181,8.917396745932415,54.44305381727159,3.44180225281602,25.53191489361702,0.9073842302878597,2.3153942428035044,2006.278624,45.0288,1.2884305467640646e-5,8.4,1.2879257456686943,0.02404937528543532,1.5609643295944116,1.238,NA
WROL2019_059,WROL,59,WIL-HAR,2019-12-05,Willamette,Willamette,Fall,seasonal,12,Winter,1,6,880.7866,9.564899445,264.5979919,1110.5303,3.8313,3.8313,8825.7501,8.6906e-4,1.18,1.46,0.14,79.23,0.29,0.46,0.3,0.23,1,22.0074,1.3216,0.2384,6e-4,2.6984,0.0026,12.7319,27.0701,27.6253,5.2679,0.4269094282745503,0.19429485391616597,44.2701246,-123.1748105,78023210,30629,3174,9.649968494,0.067997342,0.19079314,8.010978957,-1.415827996,438.8772127,0.381766496,-0.452647733,1.381171105,0.480064706,0.015349041,0.019021927,0.259305211,445.1032569,2186,822,294,136,542,40,5,90,77,21,78,52,5,2,8,4,1,1,8,76,96,192,1043,69,604,30,76,37.60292772186642,13.449222323879232,6.221408966148216,24.794144556267156,1.8298261665141813,0.22872827081427266,4.117108874656908,3.5224153705397985,0.9606587374199451,3.568161024702653,2.3787740164684354,0.22872827081427266,0.09149130832570906,0.36596523330283626,0.18298261665141813,0.04574565416285453,0.04574565416285453,0.36596523330283626,3.476669716376944,4.391582799634035,8.78316559926807,47.712717291857274,3.156450137236962,27.630375114364135,1.3723696248856359,3.476669716376944,1561.667805,103.9344,1.1776268172378913e-5,7.1,1.515437667097709,0.02197707549420046,0.9436462919948893,0.989,NA
WROL2019_060,WROL,60,WIL-COR,2019-12-06,Willamette,Willamette,Fall,seasonal,12,Winter,1,6,725.3622,6.814899921,907.4619751,1063.431,1.1196,1.1196,11376.3474,3.0636e-4,1.27,2.77,0.29,68.37,2.32,0.74,0.73,0.42,1.62,33.0092,1.4965,0.2489,0.0013,2.5383,0.0037,15.7993,29.1975,24.9091,4.7889,0.6810143374685539,0.30994298192958225,44.566361,-123.256806,78022384,65172,5248,12.41844512,0.071872588,0.218461471,8.662731006,-1.09137577,437.2025308,0.364923479,-0.395447976,1.327801423,0.474510722,0.014420234,0.014649052,0.242587601,455.3102647,3896,1554,424,327,774,64,7,182,237,60,132,69,20,4,20,10,2,1,9,52,141,432,2080,219,852,45,75,39.8870636550308,10.882956878850102,8.393223819301848,19.866529774127308,1.642710472279261,0.17967145790554415,4.671457905544147,6.083162217659138,1.5400410677618068,3.3880903490759757,1.7710472279260778,0.5133470225872689,0.10266940451745381,0.5133470225872689,0.25667351129363447,0.051334702258726904,0.025667351129363452,0.23100616016427106,1.3347022587268993,3.6190965092402467,11.088295687885012,53.38809034907598,5.621149897330596,21.868583162217657,1.1550308008213552,1.9250513347022589,1416.196337,113.5632,9.982395579797431e-6,6.7,1.6165292121025856,0.02137611120908738,0.7802923842165688,1.162,NA
WROL2019_061,WROL,61,WIL-POR,2019-12-08,Willamette,Willamette,Fall,monthly,12,Winter,1,7,555.4519,9.564899445,264.5979919,1199.9716,125.1927,125.1927,28921.6503,1e-5,0.96,4.06,0.52,55.24,7.62,1.02,0.7,0.81,3.27,83.2088,2.0362,0.2641,0.0021,2.4216,0.0087,17.0089,28.6796,23.1176,4.7375,0.9583982640515076,0.43618584733537386,45.5175,-122.6692,78020394,53048,4503,11.78059072,0.061175427,0.190608499,7.544942061,-1.467272158,417.0012306,0.344983006,-0.491306559,1.397302002,0.465331421,0.015671729,0.017073721,0.254995243,432.2224221,3193,1153,387,206,777,44,10,196,138,46,122,62,11,2,17,9,3,2,8,49,173,345,1563,185,802,23,53,36.11024115252114,12.120263075477606,6.451612903225806,24.334481678672095,1.37801440651425,0.31318509238960224,6.1384278108362045,4.321954274976511,1.4406514249921702,3.8208581271531474,1.9417475728155338,0.3445036016285625,0.06263701847792046,0.5324146570623238,0.281866583150642,0.09395552771688068,0.06263701847792046,0.2505480739116818,1.5346069527090511,5.418102098340119,10.804885687441278,48.950829940494835,5.793924209207642,25.1174444096461,0.7203257124960851,1.659880989664892,1374.262672,219.7632,7.598570542151946e-6,5.5,1.857155284270058,0.01967003355298617,0.6064784740451642,1.292,NA
WROL2019_062,WROL,62,DES-MOO,2019-12-27,Deschutes,Deschutes,Fall,monthly,12,Winter,1,6,1194.0077000000001,10.33990002,1323.099976,455.6211,5.2659,5.2659,25189.3503,0.0026644,0.57,0.03,0.03,29.2,2.58,0.46,0.66,0.04,0.66,8.1165,1.3862,0.2697,1e-4,1.3586,0.0037,7.9371,21.1675,39.7166,9.4013,0.5822919242569656,0.26501247540335665,45.6222,-120.9044,78020390,44821,4284,10.4624183,0.051283856,0.163661804,7.215798923,-1.983482944,431.6791499,0.371270285,-0.547839293,1.449282103,0.46563771,0.018664936,0.019118374,0.346718903,444.0694693,2785,948,310,127,847,47,10,151,69,42,130,56,7,1,20,10,2,1,7,57,259,292,1340,75,700,27,35,34.039497307001795,11.131059245960502,4.560143626570916,30.412926391382406,1.6876122082585279,0.3590664272890485,5.421903052064632,2.4775583482944343,1.5080789946140034,4.66786355475763,2.0107719928186714,0.2513464991023339,0.03590664272890485,0.718132854578097,0.3590664272890485,0.0718132854578097,0.03590664272890485,0.2513464991023339,2.0466786355475763,9.299820466786356,10.484739676840215,48.114901256732495,2.6929982046678633,25.134649910233392,0.9694793536804309,1.2567324955116697,2929.057484,138.4848,5.497751960676811e-6,6.7,0.7908655377689611,0.02137611120908738,3.298699100630426,0.573,NA
WROL2019_063,WROL,63,WIL-POR,2019-12-27,Willamette,Willamette,Fall,monthly,12,Winter,1,7,555.4519,9.564899445,264.5979919,1199.9716,125.1927,125.1927,28921.6503,1e-5,0.96,4.06,0.52,55.24,7.62,1.02,0.7,0.81,3.27,83.2088,2.0362,0.2641,0.0021,2.4216,0.0087,17.0089,28.6796,23.1176,4.7375,0.9583982640515076,0.43618584733537386,45.5175,-122.6692,78020394,67404,5765,11.69193408,0.08377883,0.24095985,9.359763314,-0.70887574,451.9802421,0.390616553,-0.300744038,1.27227074,0.485399722,0.016659725,0.013004838,0.31261426,464.7088904,4225,1739,441,384,777,65,10,149,341,47,129,78,20,5,21,7,2,1,9,81,138,550,2215,285,810,73,73,41.15976331360947,10.437869822485208,9.088757396449704,18.390532544378697,1.5384615384615385,0.2366863905325444,3.5266272189349115,8.071005917159765,1.1124260355029585,3.0532544378698225,1.8461538461538463,0.4733727810650888,0.1183431952662722,0.49704142011834324,0.16568047337278108,0.047337278106508875,0.023668639053254437,0.21301775147928992,1.9171597633136095,3.2662721893491127,13.017751479289942,52.42603550295858,6.7455621301775155,19.171597633136095,1.727810650887574,1.727810650887574,1358.116061,620.208,2.144441944241335e-5,6.9,1.857155284270058,0.02167451060150005,0.6604298971733938,NA,NA
WROL2019_064,WROL,64,WIL-GOS,2020-01-22,Willamette,Willamette,Winter,seasonal,1,Winter,1,5,598.4529,5.774999619,1376.200928,833.4482,3.7035,3.7035,1664.3106,0.00134279,0.64,3.33,0.16,72.26,0.09,0.61,0.46,0.13,0.83,16.8743,1.763,0.2567,6e-4,2.5073,0.0024,16.9575,36.0269,19.6093,3.0321,0.5012780903088441,0.22814149062385006,43.9806,-122.9653,78023308,62333,5487,11.36012393,0.085492453,0.253518515,10.2980117,-0.354853801,470.7154677,0.399531349,-0.286420635,1.241205739,0.480096057,0.012509635,0.011941109,0.366104869,492.5508419,4275,1893,461,421,654,67,7,117,365,62,114,49,24,3,20,7,1,1,9,81,74,406,2452,268,756,140,98,44.280701754385966,10.783625730994153,9.84795321637427,15.298245614035089,1.567251461988304,0.16374269005847952,2.736842105263158,8.538011695906434,1.4502923976608189,2.666666666666667,1.1461988304093567,0.5614035087719298,0.07017543859649122,0.46783625730994155,0.16374269005847952,0.023391812865497078,0.023391812865497078,0.21052631578947367,1.8947368421052633,1.7309941520467838,9.497076023391813,57.356725146198826,6.269005847953216,17.684210526315788,3.274853801169591,2.2923976608187133,1433.182769,112.9968,6.789405775580591e-5,7.2,1.0698181326568608,0.02212993814290066,1.2352662669664374,NA,NA
WROL2019_065,WROL,65,WIL-JAS,2020-01-22,Willamette,Willamette,Winter,seasonal,1,Winter,1,5,1006.0473,11.97489929,203.8710022,1083.76,5.5674,5.5674,3494.8566,0.0089855,1.87,0.68,0.06,86.97,0,0.2,0.08,0.02,0.3,3.1871,1.2058,0.2329,9e-4,2.7707,0.0014,5.4686,25.7883,28.3289,5.2705,0.27148141559683736,0.12355651688821212,43.9983,-122.905,78023216,65659,5415,12.12539243,0.08286357,0.243469601,9.750415578,-0.678461173,459.8857397,0.385359139,-0.324725667,1.27067563,0.480196146,0.012817433,0.01307546,0.268096515,479.5598786,4211,1738,448,427,725,67,10,160,344,60,111,54,25,4,17,9,2,1,9,68,103,419,2400,205,848,85,83,41.27285680360959,10.638803134647352,10.140109237710758,17.21681310852529,1.5910710045119922,0.23747328425552128,3.7995725480883404,8.169080978389932,1.4248397055331274,2.635953455236286,1.2823557349798147,0.5936832106388031,0.0949893137022085,0.40370458323438607,0.21372595582996914,0.04749465685110425,0.023747328425552126,0.21372595582996914,1.6148183329375443,2.445974827831869,9.95013061030634,56.9935882213251,4.868202327238186,20.137734504868202,2.0185229161719307,1.9710282593208264,1998.840291,167.3712,4.7890720323117116e-5,6.8,1.304267300119142,0.02152479382062017,1.374482603508282,NA,NA
WROL2019_066,WROL,66,HJA-WS2,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,1,812,9.4,2200,NA,0.6,NA,0.6,0.5319,0,100,5,95,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0.1985152433458726,0.09034818078839274,44.213385,-122.243976,78023871,60164,5011,12.00638595,0.082152955,0.234703397,9.427491223,-0.730758844,447.976486,0.380329016,-0.361384649,1.2906268,0.477613712,0.012569667,0.014957937,0.214740673,470.8652745,3703,1494,388,372,667,62,7,138,270,69,115,59,21,6,16,7,2,1,9,46,93,329,2116,113,843,53,110,40.34566567647853,10.477990818255469,10.045908722657305,18.012422360248447,1.674318120442884,0.1890359168241966,3.7267080745341614,7.291385363219012,1.8633540372670807,3.1055900621118013,1.5933027275182285,0.5671077504725899,0.16203078584931138,0.43208209559816363,0.1890359168241966,0.054010261949770454,0.027005130974885227,0.24304617877396706,1.2422360248447204,2.5114771806643263,8.88468809073724,57.14285714285714,3.0515798001620307,22.765325411828247,1.431271941668917,2.9705644072373754,1.093918445,0.151096374,2.5182729e-4,6.6,0.5738100774194675,0.02122845562337217,0.00168625764858945,1.347,NA
WROL2019_067,WROL,67,HJA-WS1,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,1,733,9.5,2000,NA,0.96,NA,0.96,0.5935,0,100,5,95,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0.1985152433458726,0.09034818078839274,44.208517,-122.256831,78023871,58737,4964,11.83259468,0.080048305,0.231798261,9.491970021,-0.7751606,455.8570371,0.384904912,-0.363712118,1.294216938,0.476317265,0.012520385,0.01431439,0.208997188,476.1669086,3736,1559,406,349,691,64,7,127,242,54,121,52,22,6,16,8,2,1,9,50,90,361,2126,132,823,58,96,41.729122055674516,10.867237687366167,9.34154175588865,18.49571734475375,1.7130620985010707,0.1873661670235546,3.3993576017130622,6.477516059957174,1.4453961456102784,3.238758029978587,1.3918629550321198,0.588865096359743,0.16059957173447537,0.4282655246252677,0.21413276231263384,0.05353319057815846,0.02676659528907923,0.24089935760171305,1.3383297644539616,2.4089935760171306,9.662740899357601,56.905781584582435,3.5331905781584587,22.028907922912204,1.5524625267665952,2.569593147751606,1.183851258,0.225129978,2.3451039375000003e-4,7.5,0.5738100774194675,0.0225949351850517,0.00194235597978308,1.327,NA
WROL2019_068,WROL,68,BLU-TID,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,3,973.6319,2.004999876,1011.251953,1290.6067,1.2159,1.2159,119.3625,0.00696185,0.01,0.15,0.01,95.78,0,0.03,0,0,0.18,0.7977,1.1736,0.2482,0,3.0812,0,0.2614,19.7765,30.5615,6.3983,0.06670174885136362,0.03035727414456138,44.2179,-122.265,78023561,66119,5593,11.82174146,0.088585534,0.248142601,10.18613223,-0.454733932,470.8900375,0.399610323,-0.308362796,1.253533944,0.479582006,0.012552187,0.013219602,0.289340102,491.6464133,4341,1840,462,438,704,73,7,119,361,73,130,65,23,6,18,9,3,1,9,72,86,383,2494,210,850,123,123,42.386546878599404,10.642709053213546,10.089841050449206,16.21746141442064,1.6816401750748677,0.1612531674729325,2.7413038470398527,8.316056208246948,1.6816401750748677,2.994701681640175,1.4973508408200875,0.5298318359824925,0.138217000691085,0.414651002073255,0.2073255010366275,0.0691085003455425,0.0230361667818475,0.2073255010366275,1.65860400829302,1.981110343238885,8.822851877447594,57.45219995392766,4.8375950241879755,19.580741764570377,2.8334485141672427,2.8334485141672427,5.649938669,20.9314839,1.753606358781024e-4,5.8,0.6253670509308857,0.02008334277066622,0.0075602036938323,1.368,NA
WROL2019_069,WROL,69,LOO-BLU,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,3,979.7036,7.259899616,462.0780029,1285,7.1451,7.1451,63.5697,0.02049159,0,0.1,0.07,98.31,0,0,0,0,0.12,0.5299,1.3888,0.2396,0,3.0279,0,0.2258,19.1746,31.4446,6.5657,0.03681976056601457,0.016757395191097212,44.2097,-122.257,78023871,64497,5609,11.49884115,0.083536698,0.245705495,10.05337409,-0.566188573,467.1138308,0.398559962,-0.325866609,1.265047142,0.478412414,0.011568202,0.013344552,0.288224956,490.1389112,4253,1827,458,423,709,65,8,143,325,70,111,49,25,4,16,8,2,1,9,65,78,347,2498,205,848,119,93,42.95791206207383,10.768869033623325,9.945920526687045,16.67058546908065,1.528332941453092,0.1881025158711498,3.3623324711968023,7.641664707265459,1.6458970138725604,2.609922407712203,1.1521279097107924,0.5878203620973431,0.0940512579355749,0.3762050317422996,0.1881025158711498,0.04702562896778745,0.023512814483893724,0.2116153303550435,1.528332941453092,1.8339995297437104,8.158946625911122,58.73501058076652,4.820126969198213,19.938866682341878,2.7980249235833528,2.186691747002116,10.37971288,9.23232,1.4523145460809157e-4,3.7,0.5738100774194675,0.01736279755435861,0.0130865638663853,1.392,NA
WROL2019_070,WROL,70,BLU-BLU,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,4,929.3189,1.844900012,1080.233032,1287.3074,1.3392,1.3392,227.9673,0.04118119,1.16,0.22,0.02,94.96,0,0.02,0,0,0.17,0.8504,1.1323,0.245,0,2.9879,0.0044,0.2521,21.6453,29.4914,5.9588,0.1285167788711499,0.058490506704123875,44.1623,-122.332,78023549,66113,5443,12.1464266,0.077489594,0.231362587,9.474678944,-0.930215653,458.0106055,0.38476469,-0.358681977,1.295283378,0.480013456,0.011954308,0.014314563,0.246376812,479.3129759,4127,1683,440,399,768,67,9,146,294,55,135,64,24,4,18,9,2,1,9,53,129,359,2374,168,876,70,98,40.780227768354735,10.661497455779017,9.6680397383087,18.609159195541555,1.6234552944027136,0.21807608432275258,3.5376787012357642,7.123818754543251,1.3326871819723771,3.271141264841289,1.5507632662951296,0.5815362248606736,0.0969227041434456,0.43615216864550516,0.21807608432275258,0.0484613520717228,0.0242306760358614,0.21807608432275258,1.2842258299006541,3.1257572086261205,8.698812696874244,57.523624909134966,4.070753574024715,21.226072207414585,1.6961473225102979,2.3746062515144173,2967.442973,40.2144,1.764042474512792e-4,5.9,0.768028930464316,0.02022303346661384,3.2556661264573767,1.226,NA
WROL2019_071,WROL,71,MCK-WAL,2020-01-23,Willamette,Willamette,Winter,seasonal,1,Winter,1,5,1078.0539,11.89489937,318.428894,1284.2403,2.8998,2.8998,2730.9312,0.00111062,0.59,1.09,0.08,82.58,0,0.2,0.08,0,0.16,1.583,0.8288,0.2249,0,2.9424,0.0029,11.6301,20.5575,34.1536,7.0102,0.2717399335735508,0.12367417348980851,44.06957,-122.772306,78023324,68143,5735,11.88195292,0.083920677,0.238461181,9.718778487,-0.690975387,461.3898853,0.385703187,-0.34539191,1.281919314,0.477476821,0.012529315,0.013940557,0.295967742,482.6370829,4388,1758,489,432,766,67,9,171,348,77,130,67,24,7,19,12,2,1,9,59,121,398,2474,217,899,119,101,40.06381039197812,11.144029170464904,9.845031905195988,17.456700091157703,1.5268915223336372,0.20510483135824978,3.8969917958067457,7.930720145852324,1.754785779398359,2.962625341841386,1.5268915223336372,0.5469462169553327,0.15952597994530537,0.4329990884229718,0.27347310847766637,0.04557885141294439,0.022789425706472195,0.20510483135824978,1.3445761166818595,2.7575205104831357,9.070191431175935,56.381039197812214,4.945305378304467,20.487693710118503,2.7119416590701917,2.3017319963536917,1286.364236,184.9296,6.771668213391828e-5,6.7,1.2999017998606113,0.02137611120908738,0.8813955846215101,1.007,NA
WROL2019_072,WROL,72,WIL-COR,2020-01-24,Willamette,Willamette,Winter,seasonal,1,Winter,1,6,725.3622,6.814899921,907.4619751,1063.431,1.1196,1.1196,11376.3474,3.0636e-4,1.27,2.77,0.29,68.37,2.32,0.74,0.73,0.42,1.62,33.0092,1.4965,0.2489,0.0013,2.5383,0.0037,15.7993,29.1975,24.9091,4.7889,0.6810143374685539,0.30994298192958225,44.566361,-123.256806,78022384,69002,5928,11.6400135,0.087546557,0.238664503,9.590531748,-0.586717523,460.0690508,0.38978864,-0.313385958,1.27618416,0.48274003,0.017062059,0.014256046,0.34681182,473.5116652,4457,1822,512,413,776,71,7,142,346,64,146,91,18,6,20,10,3,1,9,91,170,555,2263,262,877,99,140,40.87951536908234,11.487547677810186,9.266322638546107,17.410814449181064,1.5929997756338343,0.15705631590756114,3.1859995512676687,7.763069329145165,1.4359434597262732,3.275746017500561,2.0417321067982948,0.4038590980480144,0.13461969934933812,0.4487323311644604,0.2243661655822302,0.06730984967466906,0.02243661655822302,0.2019295490240072,2.0417321067982948,3.814224814897913,12.452322189813776,50.7740632712587,5.878393538254431,19.67691272156159,2.221225039264079,3.141126318151223,1397.921591,668.352,5.874926076888264e-5,8,1.6385173542309637,0.0233917438535534,0.8315399615081556,2.239,NA
WROL2019_073,WROL,73,WIL-POR,2020-01-26,Willamette,Willamette,Winter,monthly,1,Winter,1,7,555.4519,9.564899445,264.5979919,1199.9716,125.1927,125.1927,28921.6503,1e-5,0.96,4.06,0.52,55.24,7.62,1.02,0.7,0.81,3.27,83.2088,2.0362,0.2641,0.0021,2.4216,0.0087,17.0089,28.6796,23.1176,4.7375,0.9583982640515076,0.43618584733537386,45.5175,-122.6692,78020394,64040,5072,12.62618297,0.076973242,0.229012294,8.819115324,-0.90968931,436.3680308,0.365604826,-0.373309909,1.308208826,0.475067705,0.014054782,0.014163807,0.231060606,453.0708928,3798,1496,404,337,759,61,9,169,267,56,115,65,20,4,19,6,2,1,8,50,100,417,2076,199,825,56,75,39.389152185360714,10.637177461822011,8.873091100579252,19.984202211690363,1.6061084781463928,0.23696682464454977,4.44971037388099,7.03001579778831,1.474460242232754,3.0279094260136916,1.7114270668773037,0.526592943654555,0.105318588730911,0.5002632964718273,0.1579778830963665,0.0526592943654555,0.02632964718272775,0.210637177461822,1.3164823591363874,2.632964718272775,10.979462875197472,54.66034755134282,5.239599789362822,21.721958925750396,1.474460242232754,1.9747235387045814,1338.995312,2574.288,8.900902864453762e-5,8.4,1.8790779257463652,0.02404937528543532,0.7140470405393112,1.885,NA
WROL2019_074,WROL,74,DES-LAP,2020-02-05,Deschutes,Deschutes,Winter,seasonal,2,Winter,1,2,1605.4007,8.969900131,1372.521973,1168,0.0054,0.0054,106.623,0.00375,1.91,0.05,0.02,84.13,0,1.14,0.51,0,0.21,0.8633,0.5815,0.1456,0,1.9266,0,0.1901,7.5602,58.7672,19.4199,0.31735932842911835,0.14443645483606657,43.814019,-121.777208,78024269,28330,3569,7.937797702,0.063248061,0.157813226,6.516975309,-1.621399177,419.8520101,0.376625388,-0.667238774,1.496797129,0.432995204,0.018540967,0.021666751,0.329588015,421.0773951,1944,534,309,26,635,29,9,173,46,31,85,41,2,0,12,5,3,1,3,52,154,144,873,74,569,35,43,27.469135802469136,15.895061728395063,1.337448559670782,32.66460905349795,1.491769547325103,0.4629629629629629,8.89917695473251,2.366255144032922,1.594650205761317,4.372427983539095,2.109053497942387,0.102880658436214,0,0.6172839506172839,0.257201646090535,0.15432098765432098,0.051440329218107,0.15432098765432098,2.674897119341564,7.921810699588478,7.4074074074074066,44.907407407407405,3.8065843621399176,29.26954732510288,1.800411522633745,2.211934156378601,25.41251249,2.327904,2.183303789989027e-5,4.2,0.4631728277133073,0.01797509528778632,0.04109268237994103,0.329,NA
