Agency,Location,Station_ID,Latitude,Longitude,Date_[yyyy-mm-dd],Daily_Discharge_cfs,daily_q_cms,COMID,tt_hr
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-10-07,1780.0,50.409600000000005,78018211,120.31693747270515
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-10-13,1720.0,48.7104,78018211,120.81302415110338
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-10-21,1480.0,41.9136,78018211,123.01151389272464
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-10-28,1570.0,44.4624,78018211,122.14317669387846
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-11-04,1640.0,46.4448,78018211,121.50549175492098
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-11-18,5390.0,152.6448,78018211,105.33835145903758
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-12-02,3840.0,108.7488,78018211,109.71283116748909
USGS,Union Gap,12500450,46.53429376,-120.4672855,2021-12-13,2220.0,62.870400000000004,78018211,117.16956356860685
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-01-27,3170.0,89.7744,78018211,112.26646752392766
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-02-10,3390.0,96.0048,78018211,111.36614983150993
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-03-01,7360.0,208.4352,78018211,101.4733110392525
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-03-10,4700.0,133.104,78018211,107.0842073319203
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-03-24,3950.0,111.864,78018211,109.34162343464317
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-04-07,4430.0,125.4576,78018211,107.84716223274624
USGS,Union Gap,12500450,46.53429376,-120.4672855,2022-04-21,4880.0,138.2016,78018211,106.60235293238948
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-04-21,5790.0,163.9728,78018972,153.71715537000395
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-04-28,5000.0,141.6,78018972,156.44704556966929
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-05-06,4630.0,131.1216,78018972,157.8970614788062
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-05-13,2840.0,80.42880000000001,78018972,167.43473758545164
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-05-20,4070.0,115.2624,78018972,160.35866701904814
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-05-27,4180.0,118.3776,78018972,159.84630913105735
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-06-03,3920.0,111.01440000000001,78018972,161.08289959605258
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-06-17,3400.0,96.28800000000001,78018972,163.85748947723917
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-06-24,2630.0,74.4816,78018972,168.9853582681987
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-07-08,1050.0,29.736,78018972,188.66921859131634
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-07-15,948.0,26.847360000000002,78018972,190.99709689978778
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-07-22,990.0,28.036800000000003,78018972,190.00609974167736
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-07-29,1170.0,33.1344,78018972,186.23506858766385
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-08-05,1290.0,36.5328,78018972,184.06575705075272
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-08-12,1180.0,33.4176,78018972,186.04496701303376
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-08-18,1520.0,43.046400000000006,78018972,180.4772796009988
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-09-07,1480.0,41.9136,78018972,181.05576626302653
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-09-16,1880.0,53.241600000000005,78018972,175.93199389184537
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-09-23,1560.0,44.1792,78018972,179.91559723944468
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-09-30,1690.0,47.860800000000005,78018972,178.19575830908886
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-10-07,1290.0,36.5328,78018972,184.06575705075272
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-10-13,1270.0,35.9664,78018972,184.4112111356139
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-10-21,2100.0,59.472,78018972,173.61108500077444
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-10-28,1970.0,55.790400000000005,78018972,174.94753170080688
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-11-04,1970.0,55.790400000000005,78018972,174.94753170080688
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-11-18,7880.0,223.16160000000002,78018972,148.13600237705285
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-12-02,4700.0,133.104,78018972,157.6129957237794
USGS,Mabton,12508990,46.23124238,-119.9994858,2021-12-13,2100.0,59.472,78018972,173.61108500077444
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-01-13,3150.0,89.208,78018972,165.36610611875528
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-01-27,3700.0,104.784,78018972,162.20325298719138
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-02-10,2780.0,78.7296,78018972,167.86431829891757
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-03-01,3830.0,108.46560000000001,78018972,161.5324996860018
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-03-10,5490.0,155.4768,78018972,154.70169969896725
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-03-24,3730.0,105.6336,78018972,162.04614611115963
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-04-07,4300.0,121.77600000000001,78018972,159.30431957465782
USGS,Mabton,12508990,46.23124238,-119.9994858,2022-04-21,4690.0,132.82080000000002,78018972,157.65328535937715
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-04-21,6600.0,186.912,78018963,169.5204046160564
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-04-28,5160.0,146.1312,78018963,174.6020298642761
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-05-06,4780.0,135.36960000000002,78018963,176.21217224459292
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-05-13,2770.0,78.4464,78018963,188.1350357483502
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-05-20,4460.0,126.30720000000001,78018963,177.68348738886831
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-05-27,4160.0,117.8112,78018963,179.17443880364743
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-06-03,3640.0,103.0848,78018963,182.06861415418248
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-06-10,1610.0,45.595200000000006,78018963,200.79280533993492
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-06-17,3530.0,99.9696,78018963,182.7402807968416
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-06-24,2630.0,74.4816,78018963,189.30956725870533
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-07-08,852.0,24.12864,78018963,216.72773945999037
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-07-15,712.0,20.16384,78018963,221.4469246154436
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-07-22,588.0,16.652160000000002,78018963,226.59064383631952
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-07-29,602.0,17.048640000000002,78018963,225.95173142947468
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-08-05,903.0,25.572960000000002,78018963,215.2210384326343
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-08-12,654.0,18.52128,78018963,223.7164518344027
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-08-18,1110.0,31.435200000000002,78018963,209.95609907430244
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-09-07,1550.0,43.896,78018963,201.71000900632072
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-09-16,2100.0,59.472,78018963,194.49163945108504
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-09-23,1520.0,43.046400000000006,78018963,202.1836450887543
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-09-30,1560.0,44.1792,78018963,201.5544080596271
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-10-07,906.0,25.65792,78018963,215.1353952838662
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-10-13,893.0,25.28976,78018963,215.5088341518149
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-10-21,2220.0,62.870400000000004,78018963,193.1990095415459
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-10-28,2070.0,58.622400000000006,78018963,194.82774823484675
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-11-04,2060.0,58.339200000000005,78018963,194.94099845201595
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-11-18,8130.0,230.2416,78018963,165.33179735922062
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-12-02,5710.0,161.7072,78018963,172.49277919129744
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-12-13,3340.0,94.5888,78018963,183.9575752694758
USGS,Kiona,12510500,46.25346748,-119.4780794,2021-12-30,2170.0,61.4544,78018963,193.7278615173253
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-01-13,3170.0,89.7744,78018963,185.11437330438494
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-01-27,4540.0,128.5728,78018963,177.30482336109625
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-02-10,3350.0,94.872,78018963,183.8915933073956
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-03-01,3480.0,98.5536,78018963,183.0533761786488
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-03-10,6230.0,176.4336,78018963,170.69809993837814
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-03-24,4220.0,119.5104,78018963,178.8668086842917
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-04-07,4940.0,139.9008,78018963,175.51733604855335
USGS,Kiona,12510500,46.25346748,-119.4780794,2022-04-21,4900.0,138.768,78018963,175.68865697523296
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-04-20,1082.6,30.659232,78017687,23.005417492739735
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-04-28,866.7,24.544944,78017687,23.627731457433757
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-05-06,1104.6,31.282272,78017687,22.94994648242386
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-05-13,927.1,26.255472,78017687,23.437489584264224
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-05-20,890.6,25.221792,78017687,23.55072921043787
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-05-27,768.4,21.761088,78017687,23.97153248286419
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-06-03,975.1,27.614832000000003,78017687,23.295947721135878
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-06-10,421.8,11.945376000000001,78017687,25.760452815265037
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-06-17,395.9,11.211888,78017687,25.957091115240633
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-06-24,259.6,7.351872000000001,78017687,27.305473955993044
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-07-08,100.5,2.8461600000000002,78017687,30.598938052193894
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-07-15,79.9,2.2627680000000003,78017687,31.45289812523081
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-07-22,69.3,1.962576,78017687,31.994718513849286
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-07-29,58.9,1.668048,78017687,32.62514469081237
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-08-06,54.7,1.5491040000000003,78017687,32.91605676713192
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-08-12,51.6,1.4613120000000002,78017687,33.14731211301507
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-08-18,47.6,1.3480320000000001,78017687,33.46982545131374
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-09-08,41.0,1.1611200000000002,78017687,34.074713971978674
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-09-16,40.0,1.1328,78017687,34.17583095389058
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-09-23,42.0,1.18944,78017687,33.97632223923453
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-09-30,44.5,1.26024,78017687,33.741398608024916
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-10-07,41.0,1.1611200000000002,78017687,34.074713971978674
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-10-13,42.0,1.18944,78017687,33.97632223923453
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-10-21,41.7,1.1809440000000002,78017687,34.00556188269533
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-10-28,65.9,1.8662880000000002,78017687,32.1884476163432
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-11-04,69.1,1.956912,78017687,32.00581688020238
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-11-18,336.5,9.52968,78017687,26.46842342361208
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-12-02,318.3,9.014256000000001,78017687,26.645623383481727
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2021-12-13,153.8,4.355616,78017687,29.075789868751038
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-02-10,192.0,5.4374400000000005,78017687,28.31197292787642
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-03-01,914.0,25.88448,78017687,23.47754806338035
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-03-10,370.4,10.489728,78017687,26.165302765406025
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-03-24,526.0,14.896320000000001,78017687,25.086957409112003
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-04-07,443.9,12.571248,78017687,25.603071226082264
USBR,Naches- Craig Road 1,LNRW,46.9875,-121.09861,2022-04-20,236.5,6.69768,78017687,27.61255185028435
USBR,Little Naches,NACW,46.74573,-120.76808,2021-04-20,4674.0,132.36768,78018214,50.862803846133055
USBR,Little Naches,NACW,46.74573,-120.76808,2021-04-28,3962.0,112.20384,78018214,51.88158144457681
USBR,Little Naches,NACW,46.74573,-120.76808,2021-05-06,5215.0,147.68880000000001,78018214,50.1986947268758
USBR,Little Naches,NACW,46.74573,-120.76808,2021-05-13,3696.0,104.67072,78018214,52.31606934160136
USBR,Little Naches,NACW,46.74573,-120.76808,2021-05-20,4015.0,113.7048,78018214,51.798916591746575
USBR,Little Naches,NACW,46.74573,-120.76808,2021-05-27,4656.0,131.85792,78018214,50.886359951444064
USBR,Little Naches,NACW,46.74573,-120.76808,2021-06-03,6127.0,173.51664,78018214,49.23718287070656
USBR,Little Naches,NACW,46.74573,-120.76808,2021-06-10,3075.0,87.084,78018214,53.483710310788965
USBR,Little Naches,NACW,46.74573,-120.76808,2021-06-17,2343.0,66.35376000000001,78018214,55.25737725017383
USBR,Little Naches,NACW,46.74573,-120.76808,2021-06-24,2883.0,81.64656000000001,78018214,53.89910889826459
USBR,Little Naches,NACW,46.74573,-120.76808,2021-07-08,680.0,19.2576,78018214,64.10056724187862
USBR,Little Naches,NACW,46.74573,-120.76808,2021-07-15,559.0,15.83088,78018214,65.62563599495715
USBR,Little Naches,NACW,46.74573,-120.76808,2021-07-22,512.0,14.49984,78018214,66.32092073778716
USBR,Little Naches,NACW,46.74573,-120.76808,2021-07-29,480.0,13.5936,78018214,66.83654531681695
USBR,Little Naches,NACW,46.74573,-120.76808,2021-08-06,496.0,14.04672,78018214,66.5740750192464
USBR,Little Naches,NACW,46.74573,-120.76808,2021-08-12,712.0,20.16384,78018214,63.747820780931534
USBR,Little Naches,NACW,46.74573,-120.76808,2021-08-18,712.0,20.16384,78018214,63.747820780931534
USBR,Little Naches,NACW,46.74573,-120.76808,2021-09-23,834.0,23.61888,78018214,62.54938099570269
USBR,Little Naches,NACW,46.74573,-120.76808,2021-09-30,689.0,19.51248,78018214,63.999508041177606
USBR,Little Naches,NACW,46.74573,-120.76808,2021-10-07,713.5,20.20632,78018214,63.731723743848626
USBR,Little Naches,NACW,46.74573,-120.76808,2021-10-13,671.7,19.022544000000003,78018214,64.19510306383165
USBR,Little Naches,NACW,46.74573,-120.76808,2021-10-21,319.4,9.045408,78018214,70.18474927963692
USBR,Little Naches,NACW,46.74573,-120.76808,2021-10-28,420.0,11.894400000000001,78018214,67.91614508150678
USBR,Little Naches,NACW,46.74573,-120.76808,2021-11-04,525.6,14.884992000000002,78018214,66.11260951826472
USBR,Little Naches,NACW,46.74573,-120.76808,2021-11-18,2811.7,79.627344,78018214,54.061322364540516
USBR,Little Naches,NACW,46.74573,-120.76808,2021-12-02,1530.3,43.338096,78018214,58.15536058378213
USBR,Little Naches,NACW,46.74573,-120.76808,2022-03-10,2726.9,77.225808,78018214,54.260355748372085
USBR,Little Naches,NACW,46.74573,-120.76808,2022-03-24,1937.2,54.861504000000004,78018214,56.532996680709275
USBR,Little Naches,NACW,46.74573,-120.76808,2022-04-07,2283.3,64.66305600000001,78018214,55.42878832954469
USBR,Little Naches,NACW,46.74573,-120.76808,2022-04-21,3047.7,86.310864,78018214,53.54097510565235
